partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Fedje Høgre;12;1265;Kommune;2011;112;28,5;4;2013;1 320,00;1 355,20;2 675,20
Fedje KrF;12;1265;Kommune;2011;77;19,6;3;2013;1 320,00;931,70;2 251,70
Masfjorden  Arbeidarparti;12;1266;Kommune;2011;194;19,3;3;2013;1 320,00;2 347,40;3 667,40
Masfjorden Framstegsparti;12;1266;Kommune;2011;130;12,9;2;2013;1 320,00;1 573,00;2 893,00
Masfjorden Høgre;12;1266;Kommune;2011;320;31,8;6;2013;1 320,00;3 872,00;5 192,00
Masfjorden KrF;12;1266;Kommune;2011;137;13,6;2;2013;1 320,00;1 657,70;2 977,70
Masfjorden Senterparti;12;1266;Kommune;2011;138;13,7;2;2013;1 320,00;1 669,80;2 989,80
MASFJORDEN VENSTRE;12;1266;Kommune;2011;86;8,6;2;2013;1 320,00;1 040,60;2 360,60
Sogn og Fjordane Arbeidarparti;14;1400;Fylke;2011;13588;27;11;2013;48 107,00;381 822,80;429 929,80
Sogn og Fjordane AUF;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;120 661,44;120 661,44
Sogn og Fjordane Framstegpartis Ungdom;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;33 868,32;33 868,32
Sogn og Fjordane Framstegsparti;14;1400;Fylke;2011;3814;7,6;3;2013;48 107,00;107 173,40;155 280,40
Sogn og Fjordane Unge Høgre;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;75 453,36;75 453,36
Sogn og Fjordane Høgre;14;1400;Fylke;2011;8497;16,9;7;2013;48 107,00;238 765,70;286 872,70
Sogn og Fjordane Kristeleg Folkepartis Ungdom;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;29 659,20;29 659,20
Sogn og Fjordane Kristeleg Folkeparti;14;1400;Fylke;2011;3340;6,6;3;2013;48 107,00;93 854,00;141 961,00
Sogn og Fjordane Kristent Samlingsparti;14;1400;Fylke;2011;183;0;0;2013;0,00;5 142,30;5 142,30
Kystpartiet i Sogn og Fjordane;14;1400;Fylke;2011;173;0,3;0;2013;0,00;4 861,30;4 861,30
Miljøpartiet Dei Grøne;14;1400;Fylke;2011;293;0,6;0;2013;0,00;8 233,30;8 233,30
Raudt Sogn og Fjordane ;14;1400;Fylke;2011;802;1,6;0;2013;0,00;22 536,20;22 536,20
Sogn og Fjordane Raud Ungdom;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;7 121,76;7 121,76
Sogn og Fjordane Senterungdom;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;115 004,88;115 004,88
Sogn og Fjordane Senterparti;14;1400;Fylke;2011;12951;25,7;10;2013;48 107,00;363 923,10;412 030,10
Sogn og Fjordane SU;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;19 171,92;19 171,92
Sogn Og Fjordane Sv;14;1400;Fylke;2011;2159;4,3;2;2013;48 107,00;60 667,90;108 774,90
SOGN OG FJORDANE VENSTRE;14;1400;Fylke;2011;3700;7,4;3;2013;48 107,00;103 970,00;152 077,00
SOGN OG FJORDANE UV;14;1400;FylkesUngdom;2011;0;0;0;2013;0,00;32 856,00;32 856,00
Flora  Arbeidarparti;14;1401;Kommune;2011;1797;32,7;12;2013;1 320,00;21 743,70;23 063,70
Flora Framstegsparti;14;1401;Kommune;2011;282;5,1;2;2013;1 320,00;3 412,20;4 732,20
Flora Høgre;14;1401;Kommune;2011;1954;35,6;13;2013;1 320,00;23 643,40;24 963,40
Flora KrF;14;1401;Kommune;2011;226;4,1;1;2013;1 320,00;2 734,60;4 054,60
Flora Senterparti;14;1401;Kommune;2011;146;2,7;1;2013;1 320,00;1 766,60;3 086,60
Flora Sv;14;1401;Kommune;2011;215;3,9;1;2013;1 320,00;2 601,50;3 921,50
FLORA VENSTRE;14;1401;Kommune;2011;804;14,6;5;2013;1 320,00;9 728,40;11 048,40
Gulen  Arbeidarparti;14;1411;Kommune;2011;133;10;2;2013;1 320,00;1 609,30;2 929,30
Gulen FrP;14;1411;Kommune;2011;46;3,5;1;2013;1 320,00;556,60;1 876,60
Gulen Høgre;14;1411;Kommune;2011;303;22,8;5;2013;1 320,00;3 666,30;4 986,30
Gulen KrF;14;1411;Kommune;2011;122;9,2;2;2013;1 320,00;1 476,20;2 796,20
Gulen Senterparti;14;1411;Kommune;2011;550;41,3;8;2013;1 320,00;6 655,00;7 975,00
GULEN VENSTRE;14;1411;Kommune;2011;177;13,3;3;2013;1 320,00;2 141,70;3 461,70
Solund  Arbeidarparti;14;1412;Kommune;2011;52;10,9;2;2013;1 320,00;629,20;1 949,20
Solund Framstegsparti;14;1412;Kommune;2011;63;13,3;2;2013;1 320,00;762,30;2 082,30
Solund Høgre;14;1412;Kommune;2011;160;33,7;5;2013;1 320,00;1 936,00;3 256,00
Solund Senterparti;14;1412;Kommune;2011;135;28,4;4;2013;1 320,00;1 633,50;2 953,50
Solund Sv;14;1412;Kommune;2011;16;3,4;0;2013;0,00;193,60;193,60
Hyllestad  Arbeidarparti;14;1413;Kommune;2011;223;31,9;5;2013;1 320,00;2 698,30;4 018,30
Hyllestad Høgre;14;1413;Kommune;2011;105;15;3;2013;1 320,00;1 270,50;2 590,50
Hyllestad Senterparti;14;1413;Kommune;2011;209;29,9;5;2013;1 320,00;2 528,90;3 848,90
Høyanger  Arbeidarparti;14;1416;Kommune;2011;996;46,8;10;2013;1 320,00;12 051,60;13 371,60
Høyanger Høgre;14;1416;Kommune;2011;358;16,8;4;2013;1 320,00;4 331,80;5 651,80
Høyanger KrF;14;1416;Kommune;2011;69;3,2;1;2013;1 320,00;834,90;2 154,90
Kystpartiet i Høyanger;14;1416;Kommune;2011;17;0,8;0;2013;0,00;205,70;205,70
Raudt Høyanger;14;1416;Kommune;2011;171;8;2;2013;1 320,00;2 069,10;3 389,10
Høyanger Senterparti;14;1416;Kommune;2011;405;19;4;2013;1 320,00;4 900,50;6 220,50
Høyanger Sv;14;1416;Kommune;2011;66;3,1;0;2013;0,00;798,60;798,60
Vik  Arbeidarparti;14;1417;Kommune;2011;513;36,3;6;2013;1 320,00;6 207,30;7 527,30
Vik Høgre;14;1417;Kommune;2011;153;10,8;2;2013;1 320,00;1 851,30;3 171,30
Vik KrF;14;1417;Kommune;2011;63;4,5;1;2013;1 320,00;762,30;2 082,30
Vik Senterparti;14;1417;Kommune;2011;312;22,1;4;2013;1 320,00;3 775,20;5 095,20
Vik Sv;14;1417;Kommune;2011;54;3,8;0;2013;0,00;653,40;653,40
VIK VENSTRE;14;1417;Kommune;2011;318;22,5;4;2013;1 320,00;3 847,80;5 167,80
Balestrand  Arbeidarparti;14;1418;Kommune;2011;176;23,9;4;2013;1 320,00;2 129,60;3 449,60
Balestrand Høgre;14;1418;Kommune;2011;196;26,6;5;2013;1 320,00;2 371,60;3 691,60
Balestrand KrF;14;1418;Kommune;2011;104;14,1;2;2013;1 320,00;1 258,40;2 578,40
Balestrand Senterparti;14;1418;Kommune;2011;131;17,8;3;2013;1 320,00;1 585,10;2 905,10
Balestrand Sv;14;1418;Kommune;2011;40;5,4;1;2013;1 320,00;484,00;1 804,00
BALESTRAND VENSTRE;14;1418;Kommune;2011;90;12,2;2;2013;1 320,00;1 089,00;2 409,00
Leikanger  Arbeidarparti;14;1419;Kommune;2011;497;39,5;7;2013;1 320,00;6 013,70;7 333,70
Leikanger Høgre;14;1419;Kommune;2011;146;11,6;2;2013;1 320,00;1 766,60;3 086,60
Leikanger Senterparti;14;1419;Kommune;2011;259;20,6;3;2013;1 320,00;3 133,90;4 453,90
Leikanger Sv;14;1419;Kommune;2011;124;9,9;2;2013;1 320,00;1 500,40;2 820,40
LEIKANGER VENSTRE;14;1419;Kommune;2011;231;18,4;3;2013;1 320,00;2 795,10;4 115,10
Sogndal  Arbeidarparti;14;1420;Kommune;2011;1301;35,4;9;2013;1 320,00;15 742,10;17 062,10
Sogndal Framstegsparti;14;1420;Kommune;2011;512;13,9;3;2013;1 320,00;6 195,20;7 515,20
Sogndal Høgre;14;1420;Kommune;2011;491;13,4;3;2013;1 320,00;5 941,10;7 261,10
Sogndal KrF;14;1420;Kommune;2011;243;6,6;2;2013;1 320,00;2 940,30;4 260,30
Sogndal Senterparti;14;1420;Kommune;2011;618;16,8;4;2013;1 320,00;7 477,80;8 797,80
Sogndal Sv;14;1420;Kommune;2011;255;6,9;2;2013;1 320,00;3 085,50;4 405,50
SOGNDAL VENSTRE;14;1420;Kommune;2011;252;6,9;2;2013;1 320,00;3 049,20;4 369,20
Aurland  Arbeidarparti;14;1421;Kommune;2011;244;26,3;4;2013;1 320,00;2 952,40;4 272,40
Aurland Høgre;14;1421;Kommune;2011;265;28,6;5;2013;1 320,00;3 206,50;4 526,50
Aurland Senterparti;14;1421;Kommune;2011;274;29,5;5;2013;1 320,00;3 315,40;4 635,40
Lærdal  Arbeidarparti;14;1422;Kommune;2011;305;25,3;4;2013;1 320,00;3 690,50;5 010,50
Lærdal Høgre;14;1422;Kommune;2011;218;18,1;3;2013;1 320,00;2 637,80;3 957,80
Lærdal Senterparti;14;1422;Kommune;2011;345;28,7;5;2013;1 320,00;4 174,50;5 494,50
Lærdal Sv;14;1422;Kommune;2011;173;14,4;3;2013;1 320,00;2 093,30;3 413,30
LÆRDAL VENSTRE;14;1422;Kommune;2011;163;13,5;2;2013;1 320,00;1 972,30;3 292,30
Årdal  Arbeidarparti;14;1424;Kommune;2011;2114;74,7;16;2013;1 320,00;25 579,40;26 899,40
Årdal Framstegsparti;14;1424;Kommune;2011;123;4,3;1;2013;1 320,00;1 488,30;2 808,30
Høyre;14;1424;Kommune;2011;195;6,9;1;2013;1 320,00;2 359,50;3 679,50
Årdal Senterparti;14;1424;Kommune;2011;398;14,1;3;2013;1 320,00;4 815,80;6 135,80
Luster  Arbeidarparti;14;1426;Kommune;2011;917;31,6;8;2013;1 320,00;11 095,70;12 415,70
Luster Framstegsparti;14;1426;Kommune;2011;349;12;3;2013;1 320,00;4 222,90;5 542,90
Luster Høgre;14;1426;Kommune;2011;331;11,4;3;2013;1 320,00;4 005,10;5 325,10
Luster KrF;14;1426;Kommune;2011;201;6,9;2;2013;1 320,00;2 432,10;3 752,10
Luster Senterparti;14;1426;Kommune;2011;842;29;7;2013;1 320,00;10 188,20;11 508,20
Luster Sv;14;1426;Kommune;2011;63;2,2;0;2013;0,00;762,30;762,30
LUSTER VENSTRE;14;1426;Kommune;2011;197;6,8;2;2013;1 320,00;2 383,70;3 703,70
Askvoll  Arbeidarparti;14;1428;Kommune;2011;275;17,5;4;2013;1 320,00;3 327,50;4 647,50
Askvoll Høgre;14;1428;Kommune;2011;469;29,8;6;2013;1 320,00;5 674,90;6 994,90
Askvoll KrF;14;1428;Kommune;2011;118;7,5;2;2013;1 320,00;1 427,80;2 747,80
Kystpartiet i Askvoll;14;1428;Kommune;2011;19;1,2;0;2013;0,00;229,90;229,90
Askvoll Senterparti;14;1428;Kommune;2011;261;16,6;4;2013;1 320,00;3 158,10;4 478,10
Askvoll Sv;14;1428;Kommune;2011;50;3,2;0;2013;0,00;605,00;605,00
ASKVOLL VENSTRE;14;1428;Kommune;2011;382;24,3;5;2013;1 320,00;4 622,20;5 942,20
Fjaler  Arbeidarparti;14;1429;Kommune;2011;633;45,9;11;2013;1 320,00;7 659,30;8 979,30
Fjaler Høgre;14;1429;Kommune;2011;173;12,6;3;2013;1 320,00;2 093,30;3 413,30
Fjaler KrF;14;1429;Kommune;2011;65;4,7;1;2013;1 320,00;786,50;2 106,50
Fjaler Senterparti;14;1429;Kommune;2011;257;18,7;4;2013;1 320,00;3 109,70;4 429,70
Fjaler Sv;14;1429;Kommune;2011;78;5,7;1;2013;1 320,00;943,80;2 263,80
FJALER VENSTRE;14;1429;Kommune;2011;172;12,5;3;2013;1 320,00;2 081,20;3 401,20
Gaular  Arbeidarparti;14;1430;Kommune;2011;175;12,2;3;2013;1 320,00;2 117,50;3 437,50
Gaular Høgre;14;1430;Kommune;2011;538;37,4;7;2013;1 320,00;6 509,80;7 829,80
Gaular KrF;14;1430;Kommune;2011;190;13,2;3;2013;1 320,00;2 299,00;3 619,00
Gaular Senterparti;14;1430;Kommune;2011;409;28,4;6;2013;1 320,00;4 948,90;6 268,90
Gaular Sv;14;1430;Kommune;2011;70;4,9;1;2013;1 320,00;847,00;2 167,00
GAULAR VENSTRE;14;1430;Kommune;2011;57;4;1;2013;1 320,00;689,70;2 009,70
Jølster  Arbeidarparti;14;1431;Kommune;2011;321;20,8;5;2013;1 320,00;3 884,10;5 204,10
Jølster Framstegsparti;14;1431;Kommune;2011;82;5,3;1;2013;1 320,00;992,20;2 312,20
Jølster Høgre;14;1431;Kommune;2011;207;13,4;3;2013;1 320,00;2 504,70;3 824,70
Jølster KrF;14;1431;Kommune;2011;103;6,7;2;2013;1 320,00;1 246,30;2 566,30
Jølster Senterparti;14;1431;Kommune;2011;490;31,7;8;2013;1 320,00;5 929,00;7 249,00
Jølster Sv;14;1431;Kommune;2011;107;6,9;2;2013;1 320,00;1 294,70;2 614,70
JØLSTER VENSTRE;14;1431;Kommune;2011;234;15,2;4;2013;1 320,00;2 831,40;4 151,40
Førde  Arbeidarparti;14;1432;Kommune;2011;1482;26,5;7;2013;1 320,00;17 932,20;19 252,20
Førde Framstegsparti;14;1432;Kommune;2011;407;7,3;2;2013;1 320,00;4 924,70;6 244,70
Førde Høgre;14;1432;Kommune;2011;1565;28;8;2013;1 320,00;18 936,50;20 256,50
Førde KrF;14;1432;Kommune;2011;468;8,4;2;2013;1 320,00;5 662,80;6 982,80
Førde Senterparti;14;1432;Kommune;2011;610;10,9;3;2013;1 320,00;7 381,00;8 701,00
Førde Sv;14;1432;Kommune;2011;545;9,8;3;2013;1 320,00;6 594,50;7 914,50
FØRDE VENSTRE;14;1432;Kommune;2011;509;9,1;2;2013;1 320,00;6 158,90;7 478,90
Naustdal  Arbeidarparti;14;1433;Kommune;2011;424;28,7;6;2013;1 320,00;5 130,40;6 450,40
Naustdal Framstegsparti;14;1433;Kommune;2011;66;4,5;1;2013;1 320,00;798,60;2 118,60
Naustdal Høgre;14;1433;Kommune;2011;306;20,7;4;2013;1 320,00;3 702,60;5 022,60
Naustdal KrF;14;1433;Kommune;2011;78;5,3;1;2013;1 320,00;943,80;2 263,80
Naustdal Raudt;14;1433;Kommune;2011;57;3,9;1;2013;1 320,00;689,70;2 009,70
Naustdal Senterparti;14;1433;Kommune;2011;285;19,3;4;2013;1 320,00;3 448,50;4 768,50
Naustdal Sv;14;1433;Kommune;2011;104;7;2;2013;1 320,00;1 258,40;2 578,40
NAUSTDAL VENSTRE;14;1433;Kommune;2011;159;10,8;2;2013;1 320,00;1 923,90;3 243,90
Bremanger  Arbeidarparti;14;1438;Kommune;2011;492;25,6;6;2013;1 320,00;5 953,20;7 273,20
Bremanger Framstegsparti;14;1438;Kommune;2011;178;9,3;2;2013;1 320,00;2 153,80;3 473,80
Bremanger Høgre;14;1438;Kommune;2011;439;22,8;6;2013;1 320,00;5 311,90;6 631,90
Bremanger KrF;14;1438;Kommune;2011;106;5,5;1;2013;1 320,00;1 282,60;2 602,60
Bremanger Senterparti;14;1438;Kommune;2011;408;21,2;5;2013;1 320,00;4 936,80;6 256,80
Bremanger Sv;14;1438;Kommune;2011;113;5,9;1;2013;1 320,00;1 367,30;2 687,30
BREMANGER VENSTRE;14;1438;Kommune;2011;187;9,7;2;2013;1 320,00;2 262,70;3 582,70
Vågsøy  Arbeidarparti;14;1439;Kommune;2011;312;10,8;3;2013;1 320,00;3 775,20;5 095,20
Vågsøy Framstegsparti;14;1439;Kommune;2011;385;13,4;4;2013;1 320,00;4 658,50;5 978,50
Vågsøy Høgre;14;1439;Kommune;2011;859;29,8;8;2013;1 320,00;10 393,90;11 713,90
Vågsøy KrF;14;1439;Kommune;2011;186;6,5;2;2013;1 320,00;2 250,60;3 570,60
Vågsøy Senterparti;14;1439;Kommune;2011;468;16,3;4;2013;1 320,00;5 662,80;6 982,80
Vågsøy  Sv;14;1439;Kommune;2011;153;5,3;1;2013;1 320,00;1 851,30;3 171,30
VÅGSØY VENSTRE;14;1439;Kommune;2011;425;14,8;4;2013;1 320,00;5 142,50;6 462,50
Selje  Arbeidarparti;14;1441;Kommune;2011;57;4,2;1;2013;1 320,00;689,70;2 009,70
Selje Framstegsparti;14;1441;Kommune;2011;295;21,9;4;2013;1 320,00;3 569,50;4 889,50
Høgre i Selje;14;1441;Kommune;2011;228;16,9;3;2013;1 320,00;2 758,80;4 078,80
Selje KrF;14;1441;Kommune;2011;234;17,3;3;2013;1 320,00;2 831,40;4 151,40
Selje Senterparti;14;1441;Kommune;2011;94;7;1;2013;1 320,00;1 137,40;2 457,40
SELJE VENSTRE;14;1441;Kommune;2011;52;3,9;0;2013;0,00;629,20;629,20
Eid  Arbeidarparti;14;1443;Kommune;2011;272;8,5;2;2013;1 320,00;3 291,20;4 611,20
Eid Framstegsparti;14;1443;Kommune;2011;173;5,4;2;2013;1 320,00;2 093,30;3 413,30
Eid Høgre;14;1443;Kommune;2011;425;13,3;4;2013;1 320,00;5 142,50;6 462,50
Eid KrF;14;1443;Kommune;2011;165;5,2;1;2013;1 320,00;1 996,50;3 316,50
Eid Senterparti;14;1443;Kommune;2011;667;20,9;6;2013;1 320,00;8 070,70;9 390,70
Eid Sv;14;1443;Kommune;2011;86;2,7;1;2013;1 320,00;1 040,60;2 360,60
EID VENSTRE;14;1443;Kommune;2011;1406;44;13;2013;1 320,00;17 012,60;18 332,60
Hornindal  Arbeidarparti;14;1444;Kommune;2011;77;11,4;2;2013;1 320,00;931,70;2 251,70
Hornindal Høgre;14;1444;Kommune;2011;218;32,2;5;2013;1 320,00;2 637,80;3 957,80
Hornindal Senterparti;14;1444;Kommune;2011;255;37,7;7;2013;1 320,00;3 085,50;4 405,50
HORNINDAL VENSTRE;14;1444;Kommune;2011;127;18,8;3;2013;1 320,00;1 536,70;2 856,70
Gloppen  Arbeidarparti;14;1445;Kommune;2011;303;9,9;3;2013;1 320,00;3 666,30;4 986,30
Gloppen Høgre;14;1445;Kommune;2011;582;19,1;5;2013;1 320,00;7 042,20;8 362,20
Gloppen KrF;14;1445;Kommune;2011;365;12;3;2013;1 320,00;4 416,50;5 736,50
Gloppen Senterparti;14;1445;Kommune;2011;1044;34,2;9;2013;1 320,00;12 632,40;13 952,40
Gloppen Sv;14;1445;Kommune;2011;159;5,2;1;2013;1 320,00;1 923,90;3 243,90
GLOPPEN VENSTRE;14;1445;Kommune;2011;190;6,2;2;2013;1 320,00;2 299,00;3 619,00
Stryn  Arbeidarparti;14;1449;Kommune;2011;564;17,7;4;2013;1 320,00;6 824,40;8 144,40
Stryn Framstegsparti;14;1449;Kommune;2011;229;7,2;2;2013;1 320,00;2 770,90;4 090,90
Stryn Høgre;14;1449;Kommune;2011;1017;31,9;8;2013;1 320,00;12 305,70;13 625,70
Stryn KrF;14;1449;Kommune;2011;268;8,4;2;2013;1 320,00;3 242,80;4 562,80
Stryn Senterparti;14;1449;Kommune;2011;907;28,5;7;2013;1 320,00;10 974,70;12 294,70
Møre og Romsdal AUF;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;251 073,12;251 073,12
Møre og Romsdal Arbeiderparti;15;1500;Fylke;2011;28274;25,7;12;2013;48 107,00;794 499,40;842 606,40
Møre og Romsdal Fremskrittsparti;15;1500;Fylke;2011;18018;16,4;8;2013;48 107,00;506 305,80;554 412,80
Møre og Romsdal Fremskrittpartis Ungdom;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;159 999,84;159 999,84
Møre og Romsdal Unge Høyre;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;214 549,68;214 549,68
Møre og Romsdal Høyre;15;1500;Fylke;2011;24161;22;11;2013;48 107,00;678 924,10;727 031,10
Møre og Romsdal Kristelig Folkepartis Ungdom;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;85 194,72;85 194,72
Møre og Romsdal Kristelig Folkeparti;15;1500;Fylke;2011;9594;8,7;4;2013;48 107,00;269 591,40;317 698,40
Miljøpartiet De Grønne i Møre og Romsdal;15;1500;Fylke;2011;502;0,5;0;2013;0,00;14 106,20;14 106,20
Rødt Møre og Romsdal;15;1500;Fylke;2011;650;0,6;0;2013;0,00;18 265,00;18 265,00
Rød Ungdom i Møre og Romsdal;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;5 772,00;5 772,00
Møre og Romsdal Senterungdom;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;87 183,84;87 183,84
Møre og Romsdal Senterparti;15;1500;Fylke;2011;9818;8,9;4;2013;48 107,00;275 885,80;323 992,80
Møre og Romsdal SV;15;1500;Fylke;2011;3414;3,1;1;2013;48 107,00;95 933,40;144 040,40
MØRE OG ROMSDAL VENSTRE;15;1500;Fylke;2011;8264;7,5;4;2013;48 107,00;232 218,40;280 325,40
MØRE OG ROMSDAL UV;15;1500;FylkesUngdom;2011;0;0;0;2013;0,00;73 384,32;73 384,32
Molde  Arbeiderparti;15;1502;Kommune;2011;2188;18;9;2013;1 320,00;26 474,80;27 794,80
Molde Fremskrittsparti;15;1502;Kommune;2011;1353;11,1;5;2013;1 320,00;16 371,30;17 691,30
Molde Høyre;15;1502;Kommune;2011;4466;36,8;17;2013;1 320,00;54 038,60;55 358,60
Molde KrF;15;1502;Kommune;2011;1074;8,8;4;2013;1 320,00;12 995,40;14 315,40
Molde Senterparti;15;1502;Kommune;2011;731;6;3;2013;1 320,00;8 845,10;10 165,10
Molde Sv;15;1502;Kommune;2011;678;5,6;3;2013;1 320,00;8 203,80;9 523,80
MOLDE VENSTRE;15;1502;Kommune;2011;1514;12,5;6;2013;1 320,00;18 319,40;19 639,40
Ålesund  Arbeidarparti;15;1504;Kommune;2011;4760;23,3;12;2013;1 320,00;57 596,00;58 916,00
Demokratane i Ålesund;15;1504;Kommune;2011;41;0,2;0;2013;0,00;496,10;496,10
Ålesund Framstegsparti;15;1504;Kommune;2011;4446;21,7;11;2013;1 320,00;53 796,60;55 116,60
Ålesund Høgre;15;1504;Kommune;2011;5722;28;14;2013;1 320,00;69 236,20;70 556,20
Ålesund KrF;15;1504;Kommune;2011;1918;9,4;5;2013;1 320,00;23 207,80;24 527,80
Ålesund Raudt;15;1504;Kommune;2011;171;0,8;0;2013;0,00;2 069,10;2 069,10
Ålesund Senterparti;15;1504;Kommune;2011;257;1,3;0;2013;0,00;3 109,70;3 109,70
Ålesund Sv;15;1504;Kommune;2011;532;2,6;1;2013;1 320,00;6 437,20;7 757,20
ÅLESUND VENSTRE;15;1504;Kommune;2011;1509;7,4;4;2013;1 320,00;18 258,90;19 578,90
Kristiansund  Arb.parti;15;1505;Kommune;2011;5730;50,8;23;2013;1 320,00;69 333,00;70 653,00
Kristiansund Fremskrittsparti;15;1505;Kommune;2011;1959;17,4;8;2013;1 320,00;23 703,90;25 023,90
Kristiansund Høyre;15;1505;Kommune;2011;1904;16,9;8;2013;1 320,00;23 038,40;24 358,40
Kristiansund KrF;15;1505;Kommune;2011;340;3;1;2013;1 320,00;4 114,00;5 434,00
Kristiansund Rødt;15;1505;Kommune;2011;245;2,2;1;2013;1 320,00;2 964,50;4 284,50
Senterpartiet;15;1505;Kommune;2011;268;2,4;1;2013;1 320,00;3 242,80;4 562,80
Kristiansund Sv;15;1505;Kommune;2011;230;2;1;2013;1 320,00;2 783,00;4 103,00
KRISTIANSUND VENSTRE;15;1505;Kommune;2011;535;4,7;2;2013;1 320,00;6 473,50;7 793,50
Vanylven  Arbeidarparti;15;1511;Kommune;2011;317;17,9;4;2013;1 320,00;3 835,70;5 155,70
Vanylven Framstegsparti;15;1511;Kommune;2011;365;20,6;4;2013;1 320,00;4 416,50;5 736,50
Vanylven Høgre;15;1511;Kommune;2011;230;13;3;2013;1 320,00;2 783,00;4 103,00
Vanylven KrF;15;1511;Kommune;2011;328;18,5;4;2013;1 320,00;3 968,80;5 288,80
Vanylven Senterparti;15;1511;Kommune;2011;395;22,3;4;2013;1 320,00;4 779,50;6 099,50
VANYLVEN VENSTRE;15;1511;Kommune;2011;139;7,8;2;2013;1 320,00;1 681,90;3 001,90
Sande  Arbeidarparti;15;1514;Kommune;2011;141;10,5;2;2013;1 320,00;1 706,10;3 026,10
Sande Framstegsparti;15;1514;Kommune;2011;136;10,1;2;2013;1 320,00;1 645,60;2 965,60
Sande Høgre;15;1514;Kommune;2011;498;37,1;8;2013;1 320,00;6 025,80;7 345,80
Sande KrF;15;1514;Kommune;2011;80;6;1;2013;1 320,00;968,00;2 288,00
Sande Senterparti;15;1514;Kommune;2011;129;9,6;2;2013;1 320,00;1 560,90;2 880,90
Herøy  Arbeidarparti;15;1515;Kommune;2011;687;17,3;6;2013;1 320,00;8 312,70;9 632,70
Herøy Framstegsparti;15;1515;Kommune;2011;375;9,4;3;2013;1 320,00;4 537,50;5 857,50
Herøy Høgre;15;1515;Kommune;2011;1795;45,1;15;2013;1 320,00;21 719,50;23 039,50
Herøy KrF;15;1515;Kommune;2011;635;16;5;2013;1 320,00;7 683,50;9 003,50
HERØY VENSTRE;15;1515;Kommune;2011;94;2,4;1;2013;1 320,00;1 137,40;2 457,40
Ulstein  Arbeidarparti;15;1516;Kommune;2011;784;22,1;6;2013;1 320,00;9 486,40;10 806,40
Ulstein Framstegsparti;15;1516;Kommune;2011;507;14,3;4;2013;1 320,00;6 134,70;7 454,70
Ulstein Høgre;15;1516;Kommune;2011;1136;32,1;8;2013;1 320,00;13 745,60;15 065,60
Ulstein KrF;15;1516;Kommune;2011;372;10,5;3;2013;1 320,00;4 501,20;5 821,20
Kristent Samlingsparti;15;1516;Kommune;2011;36;1;0;2013;0,00;435,60;435,60
Ulstein Senterparti;15;1516;Kommune;2011;188;5,3;1;2013;1 320,00;2 274,80;3 594,80
Ulstein Sv;15;1516;Kommune;2011;95;2,7;0;2013;0,00;1 149,50;1 149,50
ULSTEIN VENSTRE;15;1516;Kommune;2011;422;11,9;3;2013;1 320,00;5 106,20;6 426,20
Hareid  Arbeidarparti;15;1517;Kommune;2011;250;10,5;2;2013;1 320,00;3 025,00;4 345,00
Hareid Framstegsparti;15;1517;Kommune;2011;445;18,7;4;2013;1 320,00;5 384,50;6 704,50
Hareid Høgre;15;1517;Kommune;2011;542;22,8;5;2013;1 320,00;6 558,20;7 878,20
Hareid KrF;15;1517;Kommune;2011;170;7,2;2;2013;1 320,00;2 057,00;3 377,00
Hareid Sv;15;1517;Kommune;2011;76;3,2;0;2013;0,00;919,60;919,60
HAREID VENSTRE;15;1517;Kommune;2011;281;11,8;3;2013;1 320,00;3 400,10;4 720,10
Volda  Arbeidarparti;15;1519;Kommune;2011;669;14,3;4;2013;1 320,00;8 094,90;9 414,90
Volda Framstegsparti;15;1519;Kommune;2011;767;16,4;4;2013;1 320,00;9 280,70;10 600,70
Volda Høgre;15;1519;Kommune;2011;660;14,1;4;2013;1 320,00;7 986,00;9 306,00
Volda KrF;15;1519;Kommune;2011;846;18,1;5;2013;1 320,00;10 236,60;11 556,60
Volda Senterparti;15;1519;Kommune;2011;519;11,1;3;2013;1 320,00;6 279,90;7 599,90
Volda Sv;15;1519;Kommune;2011;369;7,9;2;2013;1 320,00;4 464,90;5 784,90
VOLDA VENSTRE;15;1519;Kommune;2011;525;11,2;3;2013;1 320,00;6 352,50;7 672,50
Ørsta  Arbeidarparti;15;1520;Kommune;2011;1146;22,2;7;2013;1 320,00;13 866,60;15 186,60
Ørsta Framstegsparti;15;1520;Kommune;2011;983;19;6;2013;1 320,00;11 894,30;13 214,30
Ørsta Høgre;15;1520;Kommune;2011;1177;22,8;8;2013;1 320,00;14 241,70;15 561,70
