Versjon;Kost2a;Hovedgruppering art;Art;Art(T);Avdkode;Avdeling;Resenhet;Resenhet(T);Okplinv;Okplinv(T);Ansvar;Ansvar(T);Tjområde;Tjområde(T);Tjenes2;Tjenesteområde;Selvkost;Selvkost(T);Tjeneste;Tjeneste(T);Objekt;Objekt(T);Proplan;Proplan(T);Prosjektkode;Prosjekt;Budendr;Budendr(T);Byravd;2012 (fra vedt. øk.plan);2013;2014;2015;2016
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;0,00;0,00;2 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD089;Inneklimatiltak - skole;01;Vedtatt budsjett inneværende år;90;0,00;30 000 000,00;5 000 000,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD089;Inneklimatiltak - skole;31;Diverse endringer;BY;39 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;XVHSKOLE;Ekstraordinær rehabilitering av skolebygg;BUD288;Ekstraord. vedl.hold skolebygg - reduksj etterslep;01;Vedtatt budsjett inneværende år;90;0,00;10 000 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;XVHSKOLE;Ekstraordinær rehabilitering av skolebygg;BUD288;Ekstraord. vedl.hold skolebygg - reduksj etterslep;31;Diverse endringer;BY;10 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BADE;Tilpasning til forskrift for badeanlegg mv.;BUD295;Forskrift for badeanlegg i skolebygg;01;Vedtatt budsjett inneværende år;90;0,00;0,00;10 000 000,00;10 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BADE;Tilpasning til forskrift for badeanlegg mv.;BUD295;Forskrift for badeanlegg i skolebygg;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);01;Vedtatt budsjett inneværende år;90;0,00;8 000 000,00;8 000 000,00;8 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);31;Diverse endringer;BY;8 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;0,00;0,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);01;Vedtatt budsjett inneværende år;90;0,00;8 000 000,00;8 000 000,00;8 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);31;Diverse endringer;BY;8 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;0,00;0,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);01;Vedtatt budsjett inneværende år;90;0,00;2 000 000,00;2 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);31;Diverse endringer;BY;2 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;024000;INV Serviceavtaler og reperasjoner/vaktm. fra 2008;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100339;KP - Redaksjonelle tjenester;31;Diverse endringer;BY;0,00;-300 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;024000;INV Serviceavtaler og reperasjoner/vaktm. fra 2008;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;BUD408;Styring og forvaltning Digitalt førstevalg;31;Diverse endringer;BY;0,00;300 000,00;300 000,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;024000;INV Serviceavtaler og reperasjoner/vaktm. fra 2008;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLFEL;IKT-HP - Fellestjenester;BUD409;Utskrift- og kopitjenester ny avtale;31;Diverse endringer;BY;0,00;1 800 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0401;Politisk sekretariat;EGEN;Bykassen-investeringer egenregi;040301;BBS Utredning;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;100001;Prosjektutredning/prosjektering;01;Vedtatt budsjett inneværende år;BY;2 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0401;Politisk sekretariat;EGEN;Bykassen-investeringer egenregi;040301;BBS Utredning;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;100001;Prosjektutredning/prosjektering;01;Vedtatt budsjett inneværende år;BY;0,00;2 000 000,00;2 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0401;Politisk sekretariat;EGEN;Bykassen-investeringer egenregi;040301;BBS Utredning;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;100001;Prosjektutredning/prosjektering;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0401;Politisk sekretariat;EGEN;Bykassen-investeringer egenregi;040301;BBS Utredning;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;100001;Prosjektutredning/prosjektering;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;2 000 000,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD279;Opprusting av IKT i barnehager;01;Vedtatt budsjett inneværende år;BY;410 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD279;Opprusting av IKT i barnehager;01;Vedtatt budsjett inneværende år;BY;0,00;610 000,00;610 000,00;610 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD279;Opprusting av IKT i barnehager;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD279;Opprusting av IKT i barnehager;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;610 000,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD280;Digitale tavler i barnehagene;01;Vedtatt budsjett inneværende år;BY;125 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD280;Digitale tavler i barnehagene;01;Vedtatt budsjett inneværende år;BY;0,00;125 000,00;125 000,00;125 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD280;Digitale tavler i barnehagene;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD280;Digitale tavler i barnehagene;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;125 000,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045029;IKT barnehage;01;Barnehage og skole;01A;Barnehage;N;Nei;20120;Barnehage;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD281;Få barnehagene over til tykk klient147;01;Vedtatt budsjett inneværende år;BY;200 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD282;Nye tjenester fra fagsystemer til portalen;01;Vedtatt budsjett inneværende år;BY;300 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017550;IKT-løsning for elevene;01;Vedtatt budsjett inneværende år;BY;8 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017550;IKT-løsning for elevene;01;Vedtatt budsjett inneværende år;BY;0,00;8 000 000,00;8 000 000,00;8 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017550;IKT-løsning for elevene;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017550;IKT-løsning for elevene;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;8 000 000,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017565;Trådløse nettverk i skolen;01;Vedtatt budsjett inneværende år;BY;1 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017565;Trådløse nettverk i skolen;01;Vedtatt budsjett inneværende år;BY;0,00;1 000 000,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017565;Trådløse nettverk i skolen;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017565;Trådløse nettverk i skolen;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;1 000 000,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017580;Byggningsmessige IKT-oppgraderinger;01;Vedtatt budsjett inneværende år;BY;2 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017580;Byggningsmessige IKT-oppgraderinger;01;Vedtatt budsjett inneværende år;BY;0,00;2 000 000,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;027000;INV Konsulenttjenester;4;Byrådsavd. for barnehage og skole;0450;Fagavdeling barnehage og skole;EGEN;Bykassen-investeringer egenregi;045031;IKT skole;01;Barnehage og skole;01B;Skole;N;Nei;20220;Vanlig grunnskoleundervisning;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;017580;Byggningsmessige IKT-oppgraderinger;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
