partinamn;fylkesnr;kummunenr;partitype;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Meland Arbeidarparti;12;1256;Kommuneparti;610;18;5;2014;1 306,00;7 307,80;8 613,80
Meland Framstegsparti;12;1256;Kommuneparti;477;14,1;4;2014;1 306,00;5 714,46;7 020,46
MELAND HØGRE;12;1256;Kommuneparti;822;24,2;6;2014;1 306,00;9 847,56;11 153,56
Meland KrF;12;1256;Kommuneparti;373;11;3;2014;1 306,00;4 468,54;5 774,54
Meland Senterparti;12;1256;Kommuneparti;562;16,6;4;2014;1 306,00;6 732,76;8 038,76
Meland Venstre;12;1256;Kommuneparti;225;6,6;2;2014;1 306,00;2 695,50;4 001,50
ØYGARDEN ARBEIDARPARTI;12;1259;Kommuneparti;712;30,5;7;2014;1 306,00;8 529,76;9 835,76
ØYGARDEN FRP;12;1259;Kommuneparti;221;9,5;2;2014;1 306,00;2 647,58;3 953,58
ØYGARDEN HØGRE;12;1259;Kommuneparti;380;16,3;4;2014;1 306,00;4 552,40;5 858,40
Øygarden KrF;12;1259;Kommuneparti;139;6;1;2014;1 306,00;1 665,22;2 971,22
ØYGARDEN SOSIALISTISKE VENSTREPARTI;12;1259;Kommuneparti;106;4,5;1;2014;1 306,00;1 269,88;2 575,88
Radøy Arbeidarparti;12;1260;Kommuneparti;398;16,2;5;2014;1 306,00;4 768,04;6 074,04
RADØY FRP;12;1260;Kommuneparti;244;10;3;2014;1 306,00;2 923,12;4 229,12
Radøy Høgre;12;1260;Kommuneparti;495;20,2;5;2014;1 306,00;5 930,10;7 236,10
Radøy KrF;12;1260;Kommuneparti;207;8,4;2;2014;1 306,00;2 479,86;3 785,86
Rødt Radøy;12;1260;Kommuneparti;46;1,9;0;2014;0,00;551,08;551,08
Radøy Senterparti;12;1260;Kommuneparti;900;36,7;8;2014;1 306,00;10 782,00;12 088,00
RADØY VENSTRE;12;1260;Kommuneparti;160;6,5;2;2014;1 306,00;1 916,80;3 222,80
Lindås Arbeidarparti;12;1263;Kommuneparti;1353;18,8;6;2014;1 306,00;16 208,94;17 514,94
Lindås Framstegsparti;12;1263;Kommuneparti;1069;14,9;5;2014;1 306,00;12 806,62;14 112,62
Lindås Høgre;12;1263;Kommuneparti;1591;22,1;7;2014;1 306,00;19 060,18;20 366,18
Lindås KrF;12;1263;Kommuneparti;1897;26,4;8;2014;1 306,00;22 726,06;24 032,06
Rødt Lindås;12;1263;Kommuneparti;64;0,9;0;2014;0,00;766,72;766,72
LINDÅS SENTERPARTI;12;1263;Kommuneparti;686;9,5;3;2014;1 306,00;8 218,28;9 524,28
Lindås Sv;12;1263;Kommuneparti;135;1,9;0;2014;0,00;1 617,30;1 617,30
Lindås Venstre;12;1263;Kommuneparti;335;4,7;2;2014;1 306,00;4 013,30;5 319,30
AUSTRHEIM ARBEIDAPARTI;12;1264;Kommuneparti;537;38;6;2014;1 306,00;6 433,26;7 739,26
AUSTRHEIM FRP;12;1264;Kommuneparti;88;6,2;1;2014;1 306,00;1 054,24;2 360,24
AUSTRHEIM HØGRE;12;1264;Kommuneparti;392;27,7;5;2014;1 306,00;4 696,16;6 002,16
Austrheim KrF;12;1264;Kommuneparti;167;11,8;2;2014;1 306,00;2 000,66;3 306,66
Austrheim Venstre;12;1264;Kommuneparti;172;12,2;2;2014;1 306,00;2 060,56;3 366,56
Fedje Arbeidarparti;12;1265;Kommuneparti;136;34,6;5;2014;1 306,00;1 629,28;2 935,28
Demokratene i Norge Fedje Lokallag;12;1265;Kommuneparti;18;4,6;1;2014;1 306,00;215,64;1 521,64
FEDJE FRAMSTEGSPARTI;12;1265;Kommuneparti;50;12,7;2;2014;1 306,00;599,00;1 905,00
Fedje KrF;12;1265;Kommuneparti;77;19,6;3;2014;1 306,00;922,46;2 228,46
Masfjorden Arbeidarparti;12;1266;Kommuneparti;194;19,3;3;2014;1 306,00;2 324,12;3 630,12
Masfjorden Framstegsparti;12;1266;Kommuneparti;130;12,9;2;2014;1 306,00;1 557,40;2 863,40
Masfjorden KrF;12;1266;Kommuneparti;137;13,6;2;2014;1 306,00;1 641,26;2 947,26
Masfjorden Senterparti;12;1266;Kommuneparti;138;13,7;2;2014;1 306,00;1 653,24;2 959,24
Masfjorden Venstre;12;1266;Kommuneparti;86;8,6;2;2014;1 306,00;1 030,28;2 336,28
SOGN OG FJORDANE ARBEIDERPARTI;14;1400;Fylkesparti;13588;27;11;2014;47 639,00;378 154,04;425 793,04
AUF i Sogn og Fjordane;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;119 438,52;119 438,52
SOGN OG FJORDANE FRP;14;1400;Fylkesparti;3814;7,6;3;2014;47 639,00;106 143,62;153 782,62
SOGN OG FJORDANE FREMSKRITTSPARTIES;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;33 525,06;33 525,06
Sogn og Fjordane Høgre;14;1400;Fylkesparti;8497;16,9;7;2014;47 639,00;236 471,51;284 110,51
Sogn og Fjordane Unge Høgre;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;74 688,63;74 688,63
SOGN OG FJORDANE KRISTELEG FOLKEPART;14;1400;Fylkesparti;3340;6,6;3;2014;47 639,00;92 952,20;140 591,20
Sogn og Fjordane Kristeleg Folkepartis Ungdom;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;29 358,60;29 358,60
Sogn og Fjordane Kristent Samlingsparti;14;1400;Fylkesparti;183;0;0;2014;0,00;5 092,89;5 092,89
Kystpartiet i Sogn og Fjordane;14;1400;Fylkesparti;173;0,3;0;2014;0,00;4 814,59;4 814,59
GRØN UNGDOM SOGN OG FJORDANE;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;2 575,47;2 575,47
RAUDT SOGN OG FJORDANE;14;1400;Fylkesparti;802;1,6;0;2014;0,00;22 319,66;22 319,66
Sogn og Fjordane Raud Ungdom;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;7 049,58;7 049,58
Sogn og Fjordane Senterparti;14;1400;Fylkesparti;12951;25,7;10;2014;47 639,00;360 426,33;408 065,33
Sogn og Fjordane Senterungdom;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;113 839,29;113 839,29
SOGN OG FJORDANE SOSIALISTISK VENSTR;14;1400;Fylkesparti;2159;4,3;2;2014;47 639,00;60 084,97;107 723,97
Sogn og Fjordane SU;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;18 977,61;18 977,61
SOGN OG FJORDANE VENSTRE;14;1400;Fylkesparti;3700;7,4;3;2014;47 639,00;102 971,00;150 610,00
SOGN OG FJORDANE UNGE VENSTRE;14;1400;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;32 523,00;32 523,00
Flora Arbeidarparti;14;1401;Kommuneparti;1797;32,7;12;2014;1 306,00;21 528,06;22 834,06
FLORA FRP;14;1401;Kommuneparti;282;5,1;2;2014;1 306,00;3 378,36;4 684,36
FLORA HØYRE;14;1401;Kommuneparti;1954;35,6;13;2014;1 306,00;23 408,92;24 714,92
Flora KrF;14;1401;Kommuneparti;226;4,1;1;2014;1 306,00;2 707,48;4 013,48
Flora Senterparti;14;1401;Kommuneparti;146;2,7;1;2014;1 306,00;1 749,08;3 055,08
Flora Sv;14;1401;Kommuneparti;215;3,9;1;2014;1 306,00;2 575,70;3 881,70
Flora Venstre;14;1401;Kommuneparti;804;14,6;5;2014;1 306,00;9 631,92;10 937,92
Gulen Arbeidarparti;14;1411;Kommuneparti;133;10;2;2014;1 306,00;1 593,34;2 899,34
Gulen FrP;14;1411;Kommuneparti;46;3,5;1;2014;1 306,00;551,08;1 857,08
Gulen Høgre;14;1411;Kommuneparti;303;22,8;5;2014;1 306,00;3 629,94;4 935,94
Gulen KrF;14;1411;Kommuneparti;122;9,2;2;2014;1 306,00;1 461,56;2 767,56
Gulen Senterparti;14;1411;Kommuneparti;550;41,3;8;2014;1 306,00;6 589,00;7 895,00
Gulen Venstre;14;1411;Kommuneparti;177;13,3;3;2014;1 306,00;2 120,46;3 426,46
Solund Arbeidarparti;14;1412;Kommuneparti;52;10,9;2;2014;1 306,00;622,96;1 928,96
Solund Fremskrittsparti;14;1412;Kommuneparti;63;13,3;2;2014;1 306,00;754,74;2 060,74
Solund Høgre;14;1412;Kommuneparti;160;33,7;5;2014;1 306,00;1 916,80;3 222,80
Solund Senterparti;14;1412;Kommuneparti;135;28,4;4;2014;1 306,00;1 617,30;2 923,30
Solund Sv;14;1412;Kommuneparti;16;3,4;0;2014;0,00;191,68;191,68
Hyllestad Arbeidarparti;14;1413;Kommuneparti;223;31,9;5;2014;1 306,00;2 671,54;3 977,54
Hyllestad Høgre;14;1413;Kommuneparti;105;15;3;2014;1 306,00;1 257,90;2 563,90
Hyllestad Senterparti;14;1413;Kommuneparti;209;29,9;5;2014;1 306,00;2 503,82;3 809,82
HØYANGER ARBEIDERPARTI;14;1416;Kommuneparti;996;46,8;10;2014;1 306,00;11 932,08;13 238,08
Høyanger Høgre;14;1416;Kommuneparti;358;16,8;4;2014;1 306,00;4 288,84;5 594,84
HØYANGER KRF;14;1416;Kommuneparti;69;3,2;1;2014;1 306,00;826,62;2 132,62
RAUDT HØYANGER;14;1416;Kommuneparti;171;8;2;2014;1 306,00;2 048,58;3 354,58
Høyanger Senterparti;14;1416;Kommuneparti;405;19;4;2014;1 306,00;4 851,90;6 157,90
Høyanger Sv;14;1416;Kommuneparti;66;3,1;0;2014;0,00;790,68;790,68
Vik Arbeidarparti;14;1417;Kommuneparti;513;36,3;6;2014;1 306,00;6 145,74;7 451,74
Vik Høgre;14;1417;Kommuneparti;153;10,8;2;2014;1 306,00;1 832,94;3 138,94
VIK KRF;14;1417;Kommuneparti;63;4,5;1;2014;1 306,00;754,74;2 060,74
Vik Senterparti;14;1417;Kommuneparti;312;22,1;4;2014;1 306,00;3 737,76;5 043,76
Vik Sv;14;1417;Kommuneparti;54;3,8;0;2014;0,00;646,92;646,92
Vik Venstre;14;1417;Kommuneparti;318;22,5;4;2014;1 306,00;3 809,64;5 115,64
Balestrand Arbeidarparti;14;1418;Kommuneparti;176;23,9;4;2014;1 306,00;2 108,48;3 414,48
Balestrand Høgre;14;1418;Kommuneparti;196;26,6;5;2014;1 306,00;2 348,08;3 654,08
BALESTRAND KRF;14;1418;Kommuneparti;104;14,1;2;2014;1 306,00;1 245,92;2 551,92
Balestrand Senterparti;14;1418;Kommuneparti;131;17,8;3;2014;1 306,00;1 569,38;2 875,38
Balestrand Sv;14;1418;Kommuneparti;40;5,4;1;2014;1 306,00;479,20;1 785,20
Balestrand Venstre;14;1418;Kommuneparti;90;12,2;2;2014;1 306,00;1 078,20;2 384,20
Leikanger Arbeidarparti;14;1419;Kommuneparti;497;39,5;7;2014;1 306,00;5 954,06;7 260,06
Leikanger Høgre;14;1419;Kommuneparti;146;11,6;2;2014;1 306,00;1 749,08;3 055,08
Leikanger Senterparti;14;1419;Kommuneparti;259;20,6;3;2014;1 306,00;3 102,82;4 408,82
Leikanger Sv;14;1419;Kommuneparti;124;9,9;2;2014;1 306,00;1 485,52;2 791,52
Leikanger Venstre;14;1419;Kommuneparti;231;18,4;3;2014;1 306,00;2 767,38;4 073,38
Sogndal Arbeidarparti;14;1420;Kommuneparti;1301;35,4;9;2014;1 306,00;15 585,98;16 891,98
Sogndal Fremskrittsparti;14;1420;Kommuneparti;512;13,9;3;2014;1 306,00;6 133,76;7 439,76
Sogndal Høgre;14;1420;Kommuneparti;491;13,4;3;2014;1 306,00;5 882,18;7 188,18
SOGNDAL KRISTELEG FOLKEPARTI;14;1420;Kommuneparti;243;6,6;2;2014;1 306,00;2 911,14;4 217,14
Sogndal Senterparti;14;1420;Kommuneparti;618;16,8;4;2014;1 306,00;7 403,64;8 709,64
SOGNDAL SOSIALISTISKE VENSTREPARTI;14;1420;Kommuneparti;255;6,9;2;2014;1 306,00;3 054,90;4 360,90
Sogndal Venstre;14;1420;Kommuneparti;252;6,9;2;2014;1 306,00;3 018,96;4 324,96
Aurland Arbeidarparti;14;1421;Kommuneparti;244;26,3;4;2014;1 306,00;2 923,12;4 229,12
Aurland Høgre;14;1421;Kommuneparti;265;28,6;5;2014;1 306,00;3 174,70;4 480,70
Aurland Senterparti;14;1421;Kommuneparti;274;29,5;5;2014;1 306,00;3 282,52;4 588,52
Aurland Venstre;14;1421;Kommuneparti;85;9,2;2;2014;1 306,00;1 018,30;2 324,30
Lærdal Arbeidarparti;14;1422;Kommuneparti;305;25,3;4;2014;1 306,00;3 653,90;4 959,90
LÆRDAL HØGRE;14;1422;Kommuneparti;218;18,1;3;2014;1 306,00;2 611,64;3 917,64
Lærdal Senterparti;14;1422;Kommuneparti;345;28,7;5;2014;1 306,00;4 133,10;5 439,10
Lærdal Sv;14;1422;Kommuneparti;173;14,4;3;2014;1 306,00;2 072,54;3 378,54
Lærdal Venstre;14;1422;Kommuneparti;163;13,5;2;2014;1 306,00;1 952,74;3 258,74
Årdal Arbeidarparti;14;1424;Kommuneparti;2114;74,7;16;2014;1 306,00;25 325,72;26 631,72
Årdal Fremskrittsparti;14;1424;Kommuneparti;123;4,3;1;2014;1 306,00;1 473,54;2 779,54
Årdal Høgre;14;1424;Kommuneparti;195;6,9;1;2014;1 306,00;2 336,10;3 642,10
Årdal Senterparti;14;1424;Kommuneparti;398;14,1;3;2014;1 306,00;4 768,04;6 074,04
Luster Arbeidarparti;14;1426;Kommuneparti;917;31,6;8;2014;1 306,00;10 985,66;12 291,66
LUSTER FRP;14;1426;Kommuneparti;349;12;3;2014;1 306,00;4 181,02;5 487,02
Luster Høgre;14;1426;Kommuneparti;331;11,4;3;2014;1 306,00;3 965,38;5 271,38
LUSTER KRF;14;1426;Kommuneparti;201;6,9;2;2014;1 306,00;2 407,98;3 713,98
Luster Senterparti;14;1426;Kommuneparti;842;29;7;2014;1 306,00;10 087,16;11 393,16
Luster Sv;14;1426;Kommuneparti;63;2,2;0;2014;0,00;754,74;754,74
Luster Venstre;14;1426;Kommuneparti;197;6,8;2;2014;1 306,00;2 360,06;3 666,06
Askvoll Arbeidarparti;14;1428;Kommuneparti;275;17,5;4;2014;1 306,00;3 294,50;4 600,50
Askvoll Høgre;14;1428;Kommuneparti;469;29,8;6;2014;1 306,00;5 618,62;6 924,62
Askvoll Senterparti;14;1428;Kommuneparti;261;16,6;4;2014;1 306,00;3 126,78;4 432,78
Askvoll Sv;14;1428;Kommuneparti;50;3,2;0;2014;0,00;599,00;599,00
Askvoll Venstre;14;1428;Kommuneparti;382;24,3;5;2014;1 306,00;4 576,36;5 882,36
Fjaler Arbeidarparti;14;1429;Kommuneparti;633;45,9;11;2014;1 306,00;7 583,34;8 889,34
Fjaler Høgre;14;1429;Kommuneparti;173;12,6;3;2014;1 306,00;2 072,54;3 378,54
FJALER KRISTELIG FOLKEPARTI;14;1429;Kommuneparti;65;4,7;1;2014;1 306,00;778,70;2 084,70
Fjaler Senterparti;14;1429;Kommuneparti;257;18,7;4;2014;1 306,00;3 078,86;4 384,86
Fjaler Sv;14;1429;Kommuneparti;78;5,7;1;2014;1 306,00;934,44;2 240,44
Fjaler Venstre;14;1429;Kommuneparti;172;12,5;3;2014;1 306,00;2 060,56;3 366,56
GAULAR ARBEIDERPARTI;14;1430;Kommuneparti;175;12,2;3;2014;1 306,00;2 096,50;3 402,50
Gaular Høgre;14;1430;Kommuneparti;538;37,4;7;2014;1 306,00;6 445,24;7 751,24
Gaular KrF;14;1430;Kommuneparti;190;13,2;3;2014;1 306,00;2 276,20;3 582,20
Gaular Senterparti;14;1430;Kommuneparti;409;28,4;6;2014;1 306,00;4 899,82;6 205,82
Gaular Sv;14;1430;Kommuneparti;70;4,9;1;2014;1 306,00;838,60;2 144,60
Gaular Venstre;14;1430;Kommuneparti;57;4;1;2014;1 306,00;682,86;1 988,86
Jølster Arbeidarparti;14;1431;Kommuneparti;321;20,8;5;2014;1 306,00;3 845,58;5 151,58
Jølster Framstegsparti;14;1431;Kommuneparti;82;5,3;1;2014;1 306,00;982,36;2 288,36
Jølster Høgre;14;1431;Kommuneparti;207;13,4;3;2014;1 306,00;2 479,86;3 785,86
JØLSTER KRISTELEG FOLKEPART;14;1431;Kommuneparti;103;6,7;2;2014;1 306,00;1 233,94;2 539,94
Jølster Senterparti;14;1431;Kommuneparti;490;31,7;8;2014;1 306,00;5 870,20;7 176,20
Jølster Sv;14;1431;Kommuneparti;107;6,9;2;2014;1 306,00;1 281,86;2 587,86
Jølster Venstre;14;1431;Kommuneparti;234;15,2;4;2014;1 306,00;2 803,32;4 109,32
Førde Arbeidarparti;14;1432;Kommuneparti;1482;26,5;7;2014;1 306,00;17 754,36;19 060,36
FØRDE FREMSKRITTSPARTI;14;1432;Kommuneparti;407;7,3;2;2014;1 306,00;4 875,86;6 181,86
Førde Høgre;14;1432;Kommuneparti;1565;28;8;2014;1 306,00;18 748,70;20 054,70
Førde KrF;14;1432;Kommuneparti;468;8,4;2;2014;1 306,00;5 606,64;6 912,64
FØRDE SENTERPARTI;14;1432;Kommuneparti;610;10,9;3;2014;1 306,00;7 307,80;8 613,80
Førde Sv;14;1432;Kommuneparti;545;9,8;3;2014;1 306,00;6 529,10;7 835,10
Førde Venstre;14;1432;Kommuneparti;509;9,1;2;2014;1 306,00;6 097,82;7 403,82
Naustdal Arbeidarparti;14;1433;Kommuneparti;424;28,7;6;2014;1 306,00;5 079,52;6 385,52
NAUSTDAL FRP;14;1433;Kommuneparti;66;4,5;1;2014;1 306,00;790,68;2 096,68
Naustdal Høgre;14;1433;Kommuneparti;306;20,7;4;2014;1 306,00;3 665,88;4 971,88
Naustdal KrF;14;1433;Kommuneparti;78;5,3;1;2014;1 306,00;934,44;2 240,44
Rødt Naustdal;14;1433;Kommuneparti;57;3,9;1;2014;1 306,00;682,86;1 988,86
Naustdal Senterparti;14;1433;Kommuneparti;285;19,3;4;2014;1 306,00;3 414,30;4 720,30
Naustdal Sv;14;1433;Kommuneparti;104;7;2;2014;1 306,00;1 245,92;2 551,92
NAUSTDAL VENSTRE;14;1433;Kommuneparti;159;10,8;2;2014;1 306,00;1 904,82;3 210,82
Bremanger Arbeidarparti;14;1438;Kommuneparti;492;25,6;6;2014;1 306,00;5 894,16;7 200,16
BREMANGER FRP;14;1438;Kommuneparti;178;9,3;2;2014;1 306,00;2 132,44;3 438,44
BREMANGER HØGRE;14;1438;Kommuneparti;439;22,8;6;2014;1 306,00;5 259,22;6 565,22
Bremanger KrF;14;1438;Kommuneparti;106;5,5;1;2014;1 306,00;1 269,88;2 575,88
Bremanger Senterparti;14;1438;Kommuneparti;408;21,2;5;2014;1 306,00;4 887,84;6 193,84
Bremanger Sv;14;1438;Kommuneparti;113;5,9;1;2014;1 306,00;1 353,74;2 659,74
Bremanger Venstre;14;1438;Kommuneparti;187;9,7;2;2014;1 306,00;2 240,26;3 546,26
Vågsøy Arbeidarparti;14;1439;Kommuneparti;312;10,8;3;2014;1 306,00;3 737,76;5 043,76
VÅGSØY FRP;14;1439;Kommuneparti;385;13,4;4;2014;1 306,00;4 612,30;5 918,30
Vågsøy Høyre;14;1439;Kommuneparti;859;29,8;8;2014;1 306,00;10 290,82;11 596,82
Vågsøy KrF;14;1439;Kommuneparti;186;6,5;2;2014;1 306,00;2 228,28;3 534,28
Vågsøy Senterparti;14;1439;Kommuneparti;468;16,3;4;2014;1 306,00;5 606,64;6 912,64
VÅGSØY SV;14;1439;Kommuneparti;153;5,3;1;2014;1 306,00;1 832,94;3 138,94
VÅGSØY VENSTRE;14;1439;Kommuneparti;425;14,8;4;2014;1 306,00;5 091,50;6 397,50
Selje Arbeidarparti;14;1441;Kommuneparti;57;4,2;1;2014;1 306,00;682,86;1 988,86
SELJE FRP;14;1441;Kommuneparti;295;21,9;4;2014;1 306,00;3 534,10;4 840,10
SELJE HØGRE;14;1441;Kommuneparti;228;16,9;3;2014;1 306,00;2 731,44;4 037,44
Selje KrF;14;1441;Kommuneparti;234;17,3;3;2014;1 306,00;2 803,32;4 109,32
Selje Senterparti;14;1441;Kommuneparti;94;7;1;2014;1 306,00;1 126,12;2 432,12
Selje Venstre;14;1441;Kommuneparti;52;3,9;0;2014;0,00;622,96;622,96
Eid Arbeidarparti;14;1443;Kommuneparti;272;8,5;2;2014;1 306,00;3 258,56;4 564,56
EID FRP;14;1443;Kommuneparti;173;5,4;2;2014;1 306,00;2 072,54;3 378,54
EID HØGRE;14;1443;Kommuneparti;425;13,3;4;2014;1 306,00;5 091,50;6 397,50
Eid KrF;14;1443;Kommuneparti;165;5,2;1;2014;1 306,00;1 976,70;3 282,70
Eid Senterparti;14;1443;Kommuneparti;667;20,9;6;2014;1 306,00;7 990,66;9 296,66
Eid Sv;14;1443;Kommuneparti;86;2,7;1;2014;1 306,00;1 030,28;2 336,28
Eid Venstre;14;1443;Kommuneparti;1406;44;13;2014;1 306,00;16 843,88;18 149,88
Hornindal Arbeidarparti;14;1444;Kommuneparti;77;11,4;2;2014;1 306,00;922,46;2 228,46
Hornindal Høgre;14;1444;Kommuneparti;218;32,2;5;2014;1 306,00;2 611,64;3 917,64
Hornindal Senterparti;14;1444;Kommuneparti;255;37,7;7;2014;1 306,00;3 054,90;4 360,90
Hornindal Venstre;14;1444;Kommuneparti;127;18,8;3;2014;1 306,00;1 521,46;2 827,46
GLOPPEN ARBEIDERPARTI;14;1445;Kommuneparti;303;9,9;3;2014;1 306,00;3 629,94;4 935,94
Gloppen Høgre;14;1445;Kommuneparti;582;19,1;5;2014;1 306,00;6 972,36;8 278,36
GLOPPEN KRF;14;1445;Kommuneparti;365;12;3;2014;1 306,00;4 372,70;5 678,70
Gloppen Senterparti;14;1445;Kommuneparti;1044;34,2;9;2014;1 306,00;12 507,12;13 813,12
Gloppen Sv;14;1445;Kommuneparti;159;5,2;1;2014;1 306,00;1 904,82;3 210,82
Gloppen Venstre;14;1445;Kommuneparti;190;6,2;2;2014;1 306,00;2 276,20;3 582,20
Stryn Arbeidarparti;14;1449;Kommuneparti;564;17,7;4;2014;1 306,00;6 756,72;8 062,72
STRYN FRP;14;1449;Kommuneparti;229;7,2;2;2014;1 306,00;2 743,42;4 049,42
Stryn Høgre;14;1449;Kommuneparti;1017;31,9;8;2014;1 306,00;12 183,66;13 489,66
Stryn KrF;14;1449;Kommuneparti;268;8,4;2;2014;1 306,00;3 210,64;4 516,64
Stryn Senterparti;14;1449;Kommuneparti;907;28,5;7;2014;1 306,00;10 865,86;12 171,86
Stryn Venstre;14;1449;Kommuneparti;200;6,3;2;2014;1 306,00;2 396,00;3 702,00
Møre og Romsdal Arbeiderparti;15;1500;Fylkesparti;28274;25,7;12;2014;47 639,00;786 865,42;834 504,42
AUF i Møre og Romsdal;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;248 528,46;248 528,46
MØRE OG ROMSDAL FRP;15;1500;Fylkesparti;18018;16,4;8;2014;47 639,00;501 440,94;549 079,94
MØRE OG ROMSDAL FREMSKRITTSPARTIETS;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;158 378,22;158 378,22
MØRE OG ROMSDAL HØYRE;15;1500;Fylkesparti;24161;22;11;2014;47 639,00;672 400,63;720 039,63
MØRE OG ROMSDAL UNGE HØYRE;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;212 375,19;212 375,19
KRISTELEG FOLKEPARTI;15;1500;Fylkesparti;9594;8,7;4;2014;47 639,00;267 001,02;314 640,02
Møre og Romsdal Kristelig Folkepartis Ungdom;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;84 331,26;84 331,26
Møre og Romsdal Kristent Samlingsparti;15;1500;Fylkesparti;439;0;0;2014;0,00;12 217,37;12 217,37
Rødt Møre og Romsdal;15;1500;Fylkesparti;650;0,6;0;2014;0,00;18 089,50;18 089,50
Rød Ungdom Møre og Romsdal;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;5 713,50;5 713,50
Møre og Romsdal Senterparti;15;1500;Fylkesparti;9818;8,9;4;2014;47 639,00;273 234,94;320 873,94
Møre og Romsdal Senterungdom;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;86 300,22;86 300,22
MØRE OG ROMSDAL SV;15;1500;Fylkesparti;3414;3,1;1;2014;47 639,00;95 011,62;142 650,62
Møre og Romsdal SU;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;30 009,06;30 009,06
MØRE OG ROMSDAL VENSTRE;15;1500;Fylkesparti;8264;7,5;4;2014;47 639,00;229 987,12;277 626,12
MØRE OG ROMSDAL UNGE VENSTRE;15;1500;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;72 640,56;72 640,56
MOLDE ARBEIDERPARTI;15;1502;Kommuneparti;2188;18;9;2014;1 306,00;26 212,24;27 518,24
MOLDE FRP;15;1502;Kommuneparti;1353;11,1;5;2014;1 306,00;16 208,94;17 514,94
MOLDE HØYRE;15;1502;Kommuneparti;4466;36,8;17;2014;1 306,00;53 502,68;54 808,68
Molde KrF;15;1502;Kommuneparti;1074;8,8;4;2014;1 306,00;12 866,52;14 172,52
Molde Senterparti;15;1502;Kommuneparti;731;6;3;2014;1 306,00;8 757,38;10 063,38
Molde Sv;15;1502;Kommuneparti;678;5,6;3;2014;1 306,00;8 122,44;9 428,44
MOLDE VENSTRE;15;1502;Kommuneparti;1514;12,5;6;2014;1 306,00;18 137,72;19 443,72
ÅLESUND ARBEIDERPARTI;15;1504;Kommuneparti;4760;23,3;12;2014;1 306,00;57 024,80;58 330,80
ÅLESUND FREMSKRITTSPARTI;15;1504;Kommuneparti;4446;21,7;11;2014;1 306,00;53 263,08;54 569,08
ÅLESUND HØYRE;15;1504;Kommuneparti;5722;28;14;2014;1 306,00;68 549,56;69 855,56
Ålesund KrF;15;1504;Kommuneparti;1918;9,4;5;2014;1 306,00;22 977,64;24 283,64
Rødt Ålesund;15;1504;Kommuneparti;171;0,8;0;2014;0,00;2 048,58;2 048,58
Ålesund Senterparti;15;1504;Kommuneparti;257;1,3;0;2014;0,00;3 078,86;3 078,86
Ålesund Sv;15;1504;Kommuneparti;532;2,6;1;2014;1 306,00;6 373,36;7 679,36
Ålesund Venstre;15;1504;Kommuneparti;1509;7,4;4;2014;1 306,00;18 077,82;19 383,82
KRISTIANSUND ARBEIDERPARTI;15;1505;Kommuneparti;5730;50,8;23;2014;1 306,00;68 645,40;69 951,40
KRISTIANSUND FREMSKRITTSPARTI;15;1505;Kommuneparti;1959;17,4;8;2014;1 306,00;23 468,82;24 774,82
Kristiansund Høyre;15;1505;Kommuneparti;1904;16,9;8;2014;1 306,00;22 809,92;24 115,92
KRISTIANSUND KRF;15;1505;Kommuneparti;340;3;1;2014;1 306,00;4 073,20;5 379,20
Rødt Kristiansund;15;1505;Kommuneparti;245;2,2;1;2014;1 306,00;2 935,10;4 241,10
Kristiansund og Frei Senterparti;15;1505;Kommuneparti;268;2,4;1;2014;1 306,00;3 210,64;4 516,64
Kristiansund Sv;15;1505;Kommuneparti;230;2;1;2014;1 306,00;2 755,40;4 061,40
Kristiansund Venstre;15;1505;Kommuneparti;535;4,7;2;2014;1 306,00;6 409,30;7 715,30
VANYLVEN ARBEIDERPARTI;15;1511;Kommuneparti;317;17,9;4;2014;1 306,00;3 797,66;5 103,66
VANYLVEN FRP;15;1511;Kommuneparti;365;20,6;4;2014;1 306,00;4 372,70;5 678,70
VANYLVEN HØGRE;15;1511;Kommuneparti;230;13;3;2014;1 306,00;2 755,40;4 061,40
VANYLVEN KRISTELEG FOLKEPARTI;15;1511;Kommuneparti;328;18,5;4;2014;1 306,00;3 929,44;5 235,44
